530848.4332939225,185514.91744920705
532011.1010314603,184204.3031868924
532602.0469962708,184875.07905657295
532660.5429854343,184866.59509207628
533404.1469818519,179826.7986014991
533432.5563208421,179987.7685400546
533504.3139553596,178419.6859729066
533961.8143952212,179562.19701210913
534022.31927863,179532.63835981797
536188.3060589144,177023.28098951658
536644.2345845314,176760.68154338293
536714.0481004233,176696.90975380846
536972.9604273834,176397.88849692725
537829.4244546717,176822.71725348572
537877.939532342,176801.7787558804
533257.8811455074,181880.27560934113
533799.3345098194,184853.12166728076
533817.1988187043,186199.93455410507
534485.166096298,184576.40352156176
536575.9315971253,181160.6565293313
536782.8233129052,181135.07094662142
537345.5063844703,180687.37750156052
538184.855924628,183573.16368301085
538369.0005693802,183844.12288211848
528342.8613191742,188233.55835923733
528580.5105892712,188074.9154392818
529055.0134865174,191950.0811061721
530881.6198097165,192090.47018927528
531403.2363206616,186883.37181735813
532195.9382210248,186800.5113713846
532325.8499133479,187747.44477867652
532440.1547371999,192492.6525815672
532460.7991832466,192286.23474177724
532541.0780294336,191813.22324899957
532936.6124943757,188490.01210996753
532949.6137315253,188549.32523111187
532758.5480430818,196641.30607458862
532968.1256153688,194094.30698533487
533045.9400202904,194189.81998621172
533587.2200327935,194670.31260773036
535059.8065957975,191019.71479618322
537483.324504113,194957.26948406626
541680.7887147046,174944.58258993475
545189.3720575644,185078.55685423795
545206.6819474372,185152.49665395584
546903.1782173556,183664.58029221234
548719.3113194501,183600.65197853596
548867.608603086,185830.65502384727
540735.6216769421,189753.38671604558
541895.1150758262,189981.59756149232
544113.8704368948,192293.2228962519
544128.3836656567,195890.19521110857
545511.378141769,188747.77481065897
546261.1677179298,193341.9189772098
546644.3793760752,189247.8354169073
548310.7538536958,189139.45838562603
534744.9188111905,199807.27005723244
535205.1152214359,202250.8773459676
535220.9314683811,202331.41766184848
535285.1015251856,202877.26208968408
536533.487953548,200429.51439555374
544861.7891726944,201357.27596157574
549938.6090145477,189235.24858805144
551158.1346002378,190490.08860201348
553371.7143815708,190617.8851256282
555602.1306211844,191820.0182887846
564469.9066466939,178622.0864959295
568930.3163698058,189975.71760993867
569420.4906666935,189625.89772927877
570244.198601681,188805.36203939468
570564.0399719272,188885.13395581776
570623.9027289571,188899.39419981232
548938.8498035258,215107.6223130503
555882.5094681457,223796.99675937128
569253.2002108592,205498.40971988547
569345.5382055562,206021.3305514166
570132.8714053095,206982.87693207274
570310.8812142991,207420.78320555683
575684.2049672334,164521.531591766
576367.2168321862,167525.96837209616
578300.3716310533,193350.50017358453
578311.2261945014,193278.52593919382
583037.740222352,188673.80853012635
583196.0227847542,188555.96164471802
583775.6812830246,188336.49857025262
584097.7237312715,186633.79528853242
584710.2228052899,188300.3532591803
